clip	duration[ms]
common_voice_nb-NO_44024878.mp3	3420
common_voice_nb-NO_43534674.mp3	2556
common_voice_nb-NO_43543745.mp3	3276
common_voice_nb-NO_42575773.mp3	5472
common_voice_nb-NO_44032286.mp3	3780
common_voice_nb-NO_43543738.mp3	5760
common_voice_nb-NO_43527904.mp3	4284
common_voice_nb-NO_43552741.mp3	2808
common_voice_nb-NO_43543486.mp3	2376
common_voice_nb-NO_42609974.mp3	3960
common_voice_nb-NO_42605098.mp3	5004
common_voice_nb-NO_43535568.mp3	2916
common_voice_nb-NO_43538744.mp3	2196
common_voice_nb-NO_43531778.mp3	3960
common_voice_nb-NO_43543514.mp3	1800
common_voice_nb-NO_42558221.mp3	2808
common_voice_nb-NO_42613589.mp3	4248
common_voice_nb-NO_44034723.mp3	2520
common_voice_nb-NO_42613774.mp3	2556
common_voice_nb-NO_43531334.mp3	3636
common_voice_nb-NO_43643874.mp3	6552
common_voice_nb-NO_43527897.mp3	4644
common_voice_nb-NO_43543677.mp3	2628
common_voice_nb-NO_43493320.mp3	3780
common_voice_nb-NO_43535536.mp3	4788
common_voice_nb-NO_44105226.mp3	8388
common_voice_nb-NO_43535541.mp3	4068
common_voice_nb-NO_43493224.mp3	4680
common_voice_nb-NO_43543655.mp3	4176
common_voice_nb-NO_43543729.mp3	6048
common_voice_nb-NO_43635974.mp3	2916
common_voice_nb-NO_43534677.mp3	3816
common_voice_nb-NO_43535547.mp3	2628
common_voice_nb-NO_43543706.mp3	4680
common_voice_nb-NO_43552602.mp3	5148
common_voice_nb-NO_43643875.mp3	6228
common_voice_nb-NO_43543696.mp3	3420
common_voice_nb-NO_42613643.mp3	3348
common_voice_nb-NO_43646112.mp3	4464
common_voice_nb-NO_43531862.mp3	2700
common_voice_nb-NO_43531962.mp3	3240
common_voice_nb-NO_42613776.mp3	5616
common_voice_nb-NO_43529204.mp3	5616
common_voice_nb-NO_43414691.mp3	4176
common_voice_nb-NO_42558202.mp3	4464
common_voice_nb-NO_43427016.mp3	5508
common_voice_nb-NO_43529218.mp3	2880
common_voice_nb-NO_42613931.mp3	3888
common_voice_nb-NO_43543627.mp3	6156
common_voice_nb-NO_43527906.mp3	5220
common_voice_nb-NO_43531814.mp3	3240
common_voice_nb-NO_42613511.mp3	3888
common_voice_nb-NO_44032287.mp3	2808
common_voice_nb-NO_43535539.mp3	5904
common_voice_nb-NO_43534754.mp3	4824
common_voice_nb-NO_43531935.mp3	3348
common_voice_nb-NO_43543680.mp3	4320
common_voice_nb-NO_43537115.mp3	3204
common_voice_nb-NO_43427029.mp3	2808
common_voice_nb-NO_43543647.mp3	3888
common_voice_nb-NO_43493258.mp3	2448
common_voice_nb-NO_43531901.mp3	3816
common_voice_nb-NO_42605101.mp3	2556
common_voice_nb-NO_43635981.mp3	2916
common_voice_nb-NO_43493425.mp3	3456
common_voice_nb-NO_43538738.mp3	5544
common_voice_nb-NO_43493227.mp3	3528
common_voice_nb-NO_43493307.mp3	3240
common_voice_nb-NO_42610031.mp3	2700
common_voice_nb-NO_43493196.mp3	2556
common_voice_nb-NO_43552716.mp3	4248
common_voice_nb-NO_43493327.mp3	2196
common_voice_nb-NO_43645230.mp3	2232
common_voice_nb-NO_43538748.mp3	4032
common_voice_nb-NO_43531366.mp3	5976
common_voice_nb-NO_42613679.mp3	2808
common_voice_nb-NO_43644148.mp3	2736
common_voice_nb-NO_42682473.mp3	6588
common_voice_nb-NO_43531775.mp3	4968
common_voice_nb-NO_43543753.mp3	3096
common_voice_nb-NO_42610047.mp3	2268
common_voice_nb-NO_43552634.mp3	5580
common_voice_nb-NO_42613804.mp3	3348
common_voice_nb-NO_43493170.mp3	4788
common_voice_nb-NO_43197562.mp3	2880
common_voice_nb-NO_43534688.mp3	5724
common_voice_nb-NO_43534727.mp3	4140
common_voice_nb-NO_43531979.mp3	4860
common_voice_nb-NO_43552705.mp3	5508
common_voice_nb-NO_44032248.mp3	4032
common_voice_nb-NO_42559613.mp3	5076
common_voice_nb-NO_43531275.mp3	4860
common_voice_nb-NO_43527898.mp3	4032
common_voice_nb-NO_43526216.mp3	5364
common_voice_nb-NO_42613602.mp3	4608
common_voice_nb-NO_43543586.mp3	7056
common_voice_nb-NO_43543674.mp3	1980
common_voice_nb-NO_43531858.mp3	3888
common_voice_nb-NO_43552606.mp3	2016
common_voice_nb-NO_43531286.mp3	3240
common_voice_nb-NO_43529169.mp3	2412
common_voice_nb-NO_43531963.mp3	6048
common_voice_nb-NO_42613815.mp3	2808
common_voice_nb-NO_42613863.mp3	3096
common_voice_nb-NO_43552744.mp3	4896
common_voice_nb-NO_43531328.mp3	3456
common_voice_nb-NO_42558239.mp3	4392
common_voice_nb-NO_43531840.mp3	8100
common_voice_nb-NO_43493389.mp3	2808
common_voice_nb-NO_43544923.mp3	5364
common_voice_nb-NO_43541522.mp3	6948
common_voice_nb-NO_43543504.mp3	2628
common_voice_nb-NO_43534711.mp3	2916
common_voice_nb-NO_43541528.mp3	3960
common_voice_nb-NO_43493169.mp3	1980
common_voice_nb-NO_43531912.mp3	8208
common_voice_nb-NO_43543585.mp3	7776
common_voice_nb-NO_42610008.mp3	4860
common_voice_nb-NO_43531880.mp3	2880
common_voice_nb-NO_43552695.mp3	3168
common_voice_nb-NO_43531278.mp3	5400
common_voice_nb-NO_43527887.mp3	2520
common_voice_nb-NO_44032304.mp3	5076
common_voice_nb-NO_43531368.mp3	2376
common_voice_nb-NO_43493205.mp3	3600
common_voice_nb-NO_43399716.mp3	4068
common_voice_nb-NO_42613529.mp3	3780
common_voice_nb-NO_43552553.mp3	4176
common_voice_nb-NO_43543710.mp3	3888
common_voice_nb-NO_43644449.mp3	5220
common_voice_nb-NO_43463007.mp3	3960
common_voice_nb-NO_43535518.mp3	4680
common_voice_nb-NO_43493394.mp3	3888
common_voice_nb-NO_43543582.mp3	5868
common_voice_nb-NO_43543709.mp3	3816
common_voice_nb-NO_43531762.mp3	2376
common_voice_nb-NO_44105228.mp3	5796
common_voice_nb-NO_43529171.mp3	4716
common_voice_nb-NO_42829642.mp3	4716
common_voice_nb-NO_42605097.mp3	3024
common_voice_nb-NO_43644300.mp3	3780
common_voice_nb-NO_43543475.mp3	3096
common_voice_nb-NO_43531849.mp3	3060
common_voice_nb-NO_43526221.mp3	6336
common_voice_nb-NO_44024868.mp3	4320
common_voice_nb-NO_42609991.mp3	5076
common_voice_nb-NO_44034014.mp3	4572
common_voice_nb-NO_43427007.mp3	3024
common_voice_nb-NO_43527901.mp3	2880
common_voice_nb-NO_44030112.mp3	4428
common_voice_nb-NO_43531757.mp3	3348
common_voice_nb-NO_43493135.mp3	2448
common_voice_nb-NO_43493206.mp3	4248
common_voice_nb-NO_43643748.mp3	3348
common_voice_nb-NO_43643729.mp3	4140
common_voice_nb-NO_42613913.mp3	5076
common_voice_nb-NO_42613880.mp3	2808
common_voice_nb-NO_43526217.mp3	4608
common_voice_nb-NO_42613866.mp3	2556
common_voice_nb-NO_43543561.mp3	2916
common_voice_nb-NO_43537104.mp3	3888
common_voice_nb-NO_43531910.mp3	2196
common_voice_nb-NO_43531345.mp3	4176
common_voice_nb-NO_42613773.mp3	4140
common_voice_nb-NO_43635986.mp3	2988
common_voice_nb-NO_43543491.mp3	4716
common_voice_nb-NO_43543594.mp3	5400
common_voice_nb-NO_43543609.mp3	4788
common_voice_nb-NO_43534695.mp3	4284
common_voice_nb-NO_43529181.mp3	4932
common_voice_nb-NO_43493271.mp3	2916
common_voice_nb-NO_43414692.mp3	4140
common_voice_nb-NO_43531965.mp3	3816
common_voice_nb-NO_43538724.mp3	2736
common_voice_nb-NO_43534728.mp3	6840
common_voice_nb-NO_43552618.mp3	2268
common_voice_nb-NO_42613806.mp3	4068
common_voice_nb-NO_43531824.mp3	4536
common_voice_nb-NO_43552671.mp3	3348
common_voice_nb-NO_43543478.mp3	4356
common_voice_nb-NO_43529192.mp3	3384
common_voice_nb-NO_43543732.mp3	5220
common_voice_nb-NO_43493217.mp3	3996
common_voice_nb-NO_43529193.mp3	3132
common_voice_nb-NO_43644133.mp3	3960
common_voice_nb-NO_43197564.mp3	5436
common_voice_nb-NO_43531327.mp3	4608
common_voice_nb-NO_43552743.mp3	2340
common_voice_nb-NO_43543613.mp3	3600
common_voice_nb-NO_43493213.mp3	2700
common_voice_nb-NO_43531875.mp3	2988
common_voice_nb-NO_43527879.mp3	3348
common_voice_nb-NO_43427047.mp3	6156
common_voice_nb-NO_43552649.mp3	3240
common_voice_nb-NO_43531951.mp3	4248
common_voice_nb-NO_43527886.mp3	3672
common_voice_nb-NO_44031045.mp3	5328
common_voice_nb-NO_43427027.mp3	3240
common_voice_nb-NO_43635958.mp3	5976
common_voice_nb-NO_43493360.mp3	2448
common_voice_nb-NO_43541503.mp3	2664
common_voice_nb-NO_43531817.mp3	5976
common_voice_nb-NO_42605080.mp3	2952
common_voice_nb-NO_43543678.mp3	5940
common_voice_nb-NO_43493187.mp3	4608
common_voice_nb-NO_43543563.mp3	3888
common_voice_nb-NO_42613590.mp3	1908
common_voice_nb-NO_43493214.mp3	3096
common_voice_nb-NO_43543758.mp3	3528
common_voice_nb-NO_43535549.mp3	6912
common_voice_nb-NO_43552687.mp3	2700
common_voice_nb-NO_43531367.mp3	4860
common_voice_nb-NO_43644147.mp3	4248
common_voice_nb-NO_43493369.mp3	3888
common_voice_nb-NO_43643603.mp3	4500
common_voice_nb-NO_43643861.mp3	7380
common_voice_nb-NO_43544898.mp3	3060
common_voice_nb-NO_43552579.mp3	2196
common_voice_nb-NO_43534726.mp3	3708
common_voice_nb-NO_43552639.mp3	4356
common_voice_nb-NO_43527923.mp3	3672
common_voice_nb-NO_42613631.mp3	5040
common_voice_nb-NO_43543717.mp3	2700
common_voice_nb-NO_43493322.mp3	2700
common_voice_nb-NO_43493208.mp3	4788
common_voice_nb-NO_43493167.mp3	3240
common_voice_nb-NO_43531370.mp3	2880
common_voice_nb-NO_43462984.mp3	7596
common_voice_nb-NO_43531768.mp3	3708
common_voice_nb-NO_43544904.mp3	7308
common_voice_nb-NO_43531789.mp3	3780
common_voice_nb-NO_43644293.mp3	3420
common_voice_nb-NO_43531974.mp3	2160
common_voice_nb-NO_43531981.mp3	3168
common_voice_nb-NO_43552723.mp3	2700
common_voice_nb-NO_43427026.mp3	5220
common_voice_nb-NO_43531954.mp3	2448
common_voice_nb-NO_43463014.mp3	4788
common_voice_nb-NO_44034082.mp3	3456
common_voice_nb-NO_42613538.mp3	4356
common_voice_nb-NO_43493151.mp3	3456
common_voice_nb-NO_43543698.mp3	2880
common_voice_nb-NO_43535532.mp3	2196
common_voice_nb-NO_43414693.mp3	3888
common_voice_nb-NO_43535585.mp3	7236
common_voice_nb-NO_43493272.mp3	4356
common_voice_nb-NO_43541543.mp3	2520
common_voice_nb-NO_42613512.mp3	3168
common_voice_nb-NO_43531964.mp3	4176
common_voice_nb-NO_43538750.mp3	1980
common_voice_nb-NO_43493194.mp3	4500
common_voice_nb-NO_43493416.mp3	5616
common_voice_nb-NO_43552589.mp3	5868
common_voice_nb-NO_43552640.mp3	2268
common_voice_nb-NO_42613615.mp3	3096
common_voice_nb-NO_43493359.mp3	3636
common_voice_nb-NO_43529189.mp3	3240
common_voice_nb-NO_43538723.mp3	6984
common_voice_nb-NO_43493252.mp3	5580
common_voice_nb-NO_43493215.mp3	3276
common_voice_nb-NO_43493330.mp3	2808
common_voice_nb-NO_43538729.mp3	4464
common_voice_nb-NO_43493268.mp3	3276
common_voice_nb-NO_43493336.mp3	3168
common_voice_nb-NO_43531833.mp3	3708
common_voice_nb-NO_43543538.mp3	4140
common_voice_nb-NO_43414695.mp3	3708
common_voice_nb-NO_43527864.mp3	2772
common_voice_nb-NO_43543724.mp3	4140
common_voice_nb-NO_43427022.mp3	2916
common_voice_nb-NO_43552735.mp3	2808
common_voice_nb-NO_43544891.mp3	3888
common_voice_nb-NO_43543713.mp3	1728
common_voice_nb-NO_42559558.mp3	5976
common_voice_nb-NO_42610016.mp3	3888
common_voice_nb-NO_43529184.mp3	7524
common_voice_nb-NO_43462969.mp3	5940
common_voice_nb-NO_43538728.mp3	4752
common_voice_nb-NO_42613755.mp3	2808
common_voice_nb-NO_43531803.mp3	2808
common_voice_nb-NO_44029982.mp3	7020
common_voice_nb-NO_43493444.mp3	3816
common_voice_nb-NO_43552647.mp3	2376
common_voice_nb-NO_43531922.mp3	4500
common_voice_nb-NO_43537120.mp3	7632
common_voice_nb-NO_43552665.mp3	3060
common_voice_nb-NO_43534696.mp3	3204
common_voice_nb-NO_43543603.mp3	4608
common_voice_nb-NO_43543529.mp3	5076
common_voice_nb-NO_43552551.mp3	2916
common_voice_nb-NO_43534756.mp3	2772
common_voice_nb-NO_43645229.mp3	2808
common_voice_nb-NO_43544902.mp3	4392
common_voice_nb-NO_43493165.mp3	4716
common_voice_nb-NO_43535583.mp3	8424
common_voice_nb-NO_43543687.mp3	2196
common_voice_nb-NO_43493153.mp3	4500
common_voice_nb-NO_43644298.mp3	2808
common_voice_nb-NO_43643864.mp3	4716
common_voice_nb-NO_42605083.mp3	5400
common_voice_nb-NO_43541511.mp3	5436
common_voice_nb-NO_44034554.mp3	2736
common_voice_nb-NO_43644194.mp3	8460
common_voice_nb-NO_43529163.mp3	4644
common_voice_nb-NO_44034079.mp3	4788
common_voice_nb-NO_43527867.mp3	4428
common_voice_nb-NO_43543493.mp3	4860
common_voice_nb-NO_43552710.mp3	1620
common_voice_nb-NO_43529174.mp3	8424
common_voice_nb-NO_43529191.mp3	5040
common_voice_nb-NO_43643750.mp3	7020
common_voice_nb-NO_43531937.mp3	6768
common_voice_nb-NO_43529215.mp3	4608
common_voice_nb-NO_43543522.mp3	4428
common_voice_nb-NO_43532000.mp3	2556
common_voice_nb-NO_43531777.mp3	6228
common_voice_nb-NO_43462961.mp3	4068
common_voice_nb-NO_42558249.mp3	4680
common_voice_nb-NO_42613864.mp3	3348
common_voice_nb-NO_43531853.mp3	2088
common_voice_nb-NO_43538753.mp3	7740
common_voice_nb-NO_43531874.mp3	4716
common_voice_nb-NO_43527905.mp3	6552
common_voice_nb-NO_43531865.mp3	5436
common_voice_nb-NO_43399717.mp3	2736
common_voice_nb-NO_42610043.mp3	3060
common_voice_nb-NO_43527913.mp3	2916
common_voice_nb-NO_43644156.mp3	3960
common_voice_nb-NO_43527868.mp3	4500
common_voice_nb-NO_43493382.mp3	2808
common_voice_nb-NO_43529176.mp3	3492
common_voice_nb-NO_43535562.mp3	4356
common_voice_nb-NO_42613569.mp3	2340
common_voice_nb-NO_43645570.mp3	2880
common_voice_nb-NO_43544922.mp3	4536
common_voice_nb-NO_43646113.mp3	4500
common_voice_nb-NO_43541500.mp3	5364
common_voice_nb-NO_43427065.mp3	2556
common_voice_nb-NO_43641316.mp3	7020
common_voice_nb-NO_43534730.mp3	5652
common_voice_nb-NO_42613753.mp3	3348
common_voice_nb-NO_42605087.mp3	2700
common_voice_nb-NO_43493326.mp3	2988
common_voice_nb-NO_43543547.mp3	6516
common_voice_nb-NO_42558236.mp3	4608
common_voice_nb-NO_43543509.mp3	2880
common_voice_nb-NO_42689866.mp3	4176
common_voice_nb-NO_43531825.mp3	2556
common_voice_nb-NO_43531831.mp3	6408
common_voice_nb-NO_42613599.mp3	4428
common_voice_nb-NO_42558206.mp3	5328
common_voice_nb-NO_42610044.mp3	4176
common_voice_nb-NO_43552609.mp3	3528
common_voice_nb-NO_43493222.mp3	5328
common_voice_nb-NO_43462999.mp3	2520
common_voice_nb-NO_43543505.mp3	4968
common_voice_nb-NO_43531365.mp3	5580
common_voice_nb-NO_43537109.mp3	3348
common_voice_nb-NO_43535588.mp3	3240
common_voice_nb-NO_43933487.mp3	3852
common_voice_nb-NO_43493221.mp3	3528
common_voice_nb-NO_43541534.mp3	5292
common_voice_nb-NO_43462977.mp3	2160
common_voice_nb-NO_43552574.mp3	3708
common_voice_nb-NO_43531785.mp3	3888
common_voice_nb-NO_43527899.mp3	4752
common_voice_nb-NO_42613907.mp3	2376
common_voice_nb-NO_42682498.mp3	2268
common_voice_nb-NO_43531829.mp3	5868
common_voice_nb-NO_43531361.mp3	4896
common_voice_nb-NO_43552561.mp3	4176
common_voice_nb-NO_44023078.mp3	3924
common_voice_nb-NO_43543484.mp3	1800
common_voice_nb-NO_43552727.mp3	3276
common_voice_nb-NO_42682572.mp3	4176
common_voice_nb-NO_43531821.mp3	2700
common_voice_nb-NO_43552642.mp3	3096
common_voice_nb-NO_43531863.mp3	2916
common_voice_nb-NO_44023077.mp3	4968
common_voice_nb-NO_43543606.mp3	4320
common_voice_nb-NO_43493155.mp3	3996
common_voice_nb-NO_43552728.mp3	3996
common_voice_nb-NO_43531869.mp3	2376
common_voice_nb-NO_42605095.mp3	3384
common_voice_nb-NO_42613664.mp3	4068
common_voice_nb-NO_43543498.mp3	5760
common_voice_nb-NO_43552635.mp3	5616
common_voice_nb-NO_43644193.mp3	3888
common_voice_nb-NO_43531819.mp3	3456
common_voice_nb-NO_44034552.mp3	4968
common_voice_nb-NO_44032309.mp3	2160
common_voice_nb-NO_43493132.mp3	4500
common_voice_nb-NO_43493381.mp3	2016
common_voice_nb-NO_43552622.mp3	3168
common_voice_nb-NO_43531837.mp3	1836
common_voice_nb-NO_43543530.mp3	2196
common_voice_nb-NO_43933558.mp3	2052
common_voice_nb-NO_43493283.mp3	4356
common_voice_nb-NO_43493388.mp3	2196
common_voice_nb-NO_43543699.mp3	4896
common_voice_nb-NO_42613616.mp3	4860
common_voice_nb-NO_43531906.mp3	3780
common_voice_nb-NO_42613559.mp3	5760
common_voice_nb-NO_42576463.mp3	3852
common_voice_nb-NO_43493134.mp3	6480
common_voice_nb-NO_43493229.mp3	3708
common_voice_nb-NO_43543503.mp3	2556
common_voice_nb-NO_43543513.mp3	3816
common_voice_nb-NO_43427010.mp3	6516
common_voice_nb-NO_43543497.mp3	5256
common_voice_nb-NO_43493299.mp3	2736
common_voice_nb-NO_43538731.mp3	2952
common_voice_nb-NO_43531936.mp3	2088
common_voice_nb-NO_43541540.mp3	2268
common_voice_nb-NO_43531908.mp3	2880
common_voice_nb-NO_44032302.mp3	6984
common_voice_nb-NO_43541518.mp3	3816
common_voice_nb-NO_43552592.mp3	3096
common_voice_nb-NO_42559588.mp3	4896
common_voice_nb-NO_43535557.mp3	2340
common_voice_nb-NO_43531886.mp3	4068
common_voice_nb-NO_42689862.mp3	3960
common_voice_nb-NO_43531872.mp3	4320
common_voice_nb-NO_43399736.mp3	4896
common_voice_nb-NO_43543588.mp3	5868
common_voice_nb-NO_43493393.mp3	4968
common_voice_nb-NO_43544906.mp3	5292
common_voice_nb-NO_43552569.mp3	2520
common_voice_nb-NO_42613813.mp3	4536
common_voice_nb-NO_42829657.mp3	2520
common_voice_nb-NO_43543662.mp3	4140
common_voice_nb-NO_43531915.mp3	4536
common_voice_nb-NO_43531315.mp3	5868
common_voice_nb-NO_43552734.mp3	4860
common_voice_nb-NO_43552715.mp3	4320
common_voice_nb-NO_43538735.mp3	2340
common_voice_nb-NO_43527866.mp3	3672
common_voice_nb-NO_43535555.mp3	6480
common_voice_nb-NO_43543540.mp3	5508
common_voice_nb-NO_43641317.mp3	3060
common_voice_nb-NO_43531866.mp3	3636
common_voice_nb-NO_43427045.mp3	3636
common_voice_nb-NO_43493337.mp3	3096
common_voice_nb-NO_43531993.mp3	2376
common_voice_nb-NO_43493193.mp3	3816
common_voice_nb-NO_43531304.mp3	3348
common_voice_nb-NO_43531321.mp3	4320
common_voice_nb-NO_43531273.mp3	4680
common_voice_nb-NO_43543492.mp3	2196
common_voice_nb-NO_42613906.mp3	4536
common_voice_nb-NO_43427051.mp3	2232
common_voice_nb-NO_43493190.mp3	3996
common_voice_nb-NO_43543541.mp3	6480
common_voice_nb-NO_43644262.mp3	4356
common_voice_nb-NO_43543601.mp3	5436
common_voice_nb-NO_43543618.mp3	3060
common_voice_nb-NO_42605103.mp3	2304
common_voice_nb-NO_43493232.mp3	4320
common_voice_nb-NO_43552580.mp3	1980
common_voice_nb-NO_43543643.mp3	3348
common_voice_nb-NO_43531758.mp3	4248
common_voice_nb-NO_43535590.mp3	6660
common_voice_nb-NO_42558250.mp3	2628
common_voice_nb-NO_43493428.mp3	4140
common_voice_nb-NO_43643601.mp3	5580
common_voice_nb-NO_42613593.mp3	3276
common_voice_nb-NO_43427035.mp3	2988
common_voice_nb-NO_43462968.mp3	2448
common_voice_nb-NO_43552596.mp3	2880
common_voice_nb-NO_43543632.mp3	3816
common_voice_nb-NO_42613878.mp3	6480
common_voice_nb-NO_42759936.mp3	3420
common_voice_nb-NO_42609995.mp3	3096
common_voice_nb-NO_43531978.mp3	3168
common_voice_nb-NO_43635965.mp3	4140
common_voice_nb-NO_42609990.mp3	3600
common_voice_nb-NO_44024879.mp3	4428
common_voice_nb-NO_43544926.mp3	3240
common_voice_nb-NO_44032284.mp3	3708
common_voice_nb-NO_43543727.mp3	4680
common_voice_nb-NO_43427028.mp3	4428
common_voice_nb-NO_43644291.mp3	2988
common_voice_nb-NO_42613566.mp3	3600
common_voice_nb-NO_43531277.mp3	6228
common_voice_nb-NO_42559555.mp3	5256
common_voice_nb-NO_43552680.mp3	2448
common_voice_nb-NO_43552667.mp3	3276
common_voice_nb-NO_44029986.mp3	2124
common_voice_nb-NO_43552563.mp3	3168
common_voice_nb-NO_43493436.mp3	1836
common_voice_nb-NO_43531782.mp3	2736
common_voice_nb-NO_43534734.mp3	3420
common_voice_nb-NO_43543630.mp3	3708
common_voice_nb-NO_43493319.mp3	3060
common_voice_nb-NO_43552613.mp3	2736
common_voice_nb-NO_43531769.mp3	5148
common_voice_nb-NO_43541512.mp3	5688
common_voice_nb-NO_43543743.mp3	4428
common_voice_nb-NO_43493417.mp3	1980
common_voice_nb-NO_43535564.mp3	3384
common_voice_nb-NO_44034017.mp3	4752
common_voice_nb-NO_42613565.mp3	2160
common_voice_nb-NO_43531990.mp3	3888
common_voice_nb-NO_43534729.mp3	4320
common_voice_nb-NO_43531907.mp3	4068
common_voice_nb-NO_42613932.mp3	2988
common_voice_nb-NO_43552700.mp3	3348
common_voice_nb-NO_43527850.mp3	4644
common_voice_nb-NO_43644398.mp3	3204
common_voice_nb-NO_43534760.mp3	2412
common_voice_nb-NO_43531918.mp3	3420
common_voice_nb-NO_43399689.mp3	3348
common_voice_nb-NO_44032220.mp3	4860
common_voice_nb-NO_43543694.mp3	5796
common_voice_nb-NO_43531781.mp3	4968
common_voice_nb-NO_43493228.mp3	3456
common_voice_nb-NO_43531983.mp3	6120
common_voice_nb-NO_43644154.mp3	4860
common_voice_nb-NO_43644451.mp3	5076
common_voice_nb-NO_44032222.mp3	4428
common_voice_nb-NO_43531927.mp3	5436
common_voice_nb-NO_43531916.mp3	2988
common_voice_nb-NO_43527919.mp3	4140
common_voice_nb-NO_43543742.mp3	3780
common_voice_nb-NO_44034762.mp3	2808
common_voice_nb-NO_43531884.mp3	2520
common_voice_nb-NO_43526213.mp3	7272
common_voice_nb-NO_44024865.mp3	4248
common_voice_nb-NO_42689851.mp3	5076
common_voice_nb-NO_43552747.mp3	4140
common_voice_nb-NO_42613805.mp3	5148
common_voice_nb-NO_43645569.mp3	2664
common_voice_nb-NO_43529168.mp3	4356
common_voice_nb-NO_43543487.mp3	1980
common_voice_nb-NO_44034759.mp3	3132
common_voice_nb-NO_42609997.mp3	3456
common_voice_nb-NO_43531920.mp3	4680
common_voice_nb-NO_43535556.mp3	6336
common_voice_nb-NO_43535528.mp3	2988
common_voice_nb-NO_43552651.mp3	4320
common_voice_nb-NO_43552637.mp3	6516
common_voice_nb-NO_43527835.mp3	3636
common_voice_nb-NO_43543725.mp3	3636
common_voice_nb-NO_43529212.mp3	6012
common_voice_nb-NO_43552690.mp3	3276
common_voice_nb-NO_43527883.mp3	2268
common_voice_nb-NO_43534686.mp3	3312
common_voice_nb-NO_43531333.mp3	5076
common_voice_nb-NO_43543708.mp3	2268
common_voice_nb-NO_43527863.mp3	5328
common_voice_nb-NO_43493185.mp3	3168
common_voice_nb-NO_43543671.mp3	6516
common_voice_nb-NO_43534744.mp3	5508
common_voice_nb-NO_43552565.mp3	2700
common_voice_nb-NO_43531771.mp3	8676
common_voice_nb-NO_43543621.mp3	5868
common_voice_nb-NO_43552692.mp3	4536
common_voice_nb-NO_43644288.mp3	5436
common_voice_nb-NO_43552729.mp3	2160
common_voice_nb-NO_43543508.mp3	3960
common_voice_nb-NO_43531892.mp3	6048
common_voice_nb-NO_43462962.mp3	2736
common_voice_nb-NO_43414690.mp3	5400
common_voice_nb-NO_43552674.mp3	3528
common_voice_nb-NO_43427030.mp3	3816
common_voice_nb-NO_43538727.mp3	7524
common_voice_nb-NO_43531909.mp3	4608
common_voice_nb-NO_42613849.mp3	2376
common_voice_nb-NO_43493410.mp3	3528
common_voice_nb-NO_43535559.mp3	4068
common_voice_nb-NO_42558243.mp3	4392
common_voice_nb-NO_43543636.mp3	4860
common_voice_nb-NO_43493209.mp3	2556
common_voice_nb-NO_44032308.mp3	6480
common_voice_nb-NO_43644153.mp3	5436
common_voice_nb-NO_43552661.mp3	5796
common_voice_nb-NO_43635984.mp3	2916
common_voice_nb-NO_43535574.mp3	3996
common_voice_nb-NO_43543653.mp3	5976
common_voice_nb-NO_43552550.mp3	4608
common_voice_nb-NO_43552712.mp3	3060
common_voice_nb-NO_43537103.mp3	4032
common_voice_nb-NO_43493128.mp3	3816
common_voice_nb-NO_43645995.mp3	3240
common_voice_nb-NO_42829645.mp3	5220
common_voice_nb-NO_42609975.mp3	5256
common_voice_nb-NO_43543596.mp3	3816
common_voice_nb-NO_43543600.mp3	5148
common_voice_nb-NO_43531779.mp3	4320
common_voice_nb-NO_43537107.mp3	5400
common_voice_nb-NO_43493255.mp3	2340
common_voice_nb-NO_43543747.mp3	3060
common_voice_nb-NO_43552643.mp3	2736
common_voice_nb-NO_43531793.mp3	2556
common_voice_nb-NO_43543675.mp3	5508
common_voice_nb-NO_43531839.mp3	3780
common_voice_nb-NO_42613757.mp3	3816
common_voice_nb-NO_43531780.mp3	4248
common_voice_nb-NO_42613865.mp3	1836
common_voice_nb-NO_43543659.mp3	4896
common_voice_nb-NO_43531308.mp3	6048
common_voice_nb-NO_43644285.mp3	5400
common_voice_nb-NO_44032288.mp3	2268
common_voice_nb-NO_43531847.mp3	2808
common_voice_nb-NO_42613585.mp3	4788
common_voice_nb-NO_42605086.mp3	3924
common_voice_nb-NO_43541519.mp3	4212
common_voice_nb-NO_42613588.mp3	3960
common_voice_nb-NO_42576462.mp3	3348
common_voice_nb-NO_43414687.mp3	2520
common_voice_nb-NO_42558204.mp3	3024
common_voice_nb-NO_43399739.mp3	2628
common_voice_nb-NO_42829655.mp3	3528
common_voice_nb-NO_43543495.mp3	4356
common_voice_nb-NO_43535567.mp3	4572
common_voice_nb-NO_43552670.mp3	2340
common_voice_nb-NO_43535540.mp3	4104
common_voice_nb-NO_43645992.mp3	5400
common_voice_nb-NO_42613846.mp3	4176
common_voice_nb-NO_43399747.mp3	5040
common_voice_nb-NO_43427006.mp3	5544
common_voice_nb-NO_43527829.mp3	5652
common_voice_nb-NO_42576465.mp3	3096
common_voice_nb-NO_42558251.mp3	6156
common_voice_nb-NO_43552699.mp3	3240
common_voice_nb-NO_43636043.mp3	4860
common_voice_nb-NO_43543494.mp3	1908
common_voice_nb-NO_42610026.mp3	4788
common_voice_nb-NO_42488980.mp3	4068
common_voice_nb-NO_42613827.mp3	3528
common_voice_nb-NO_43531887.mp3	1908
common_voice_nb-NO_43531860.mp3	4680
common_voice_nb-NO_42559530.mp3	4968
common_voice_nb-NO_43643626.mp3	4068
common_voice_nb-NO_44032311.mp3	3780
